username,gender,zip,highest_education
cGz8tjSejpETgaCxGz6LJmykj4iyAH8h,,8852,highschool
hiE0JwyFoXImfilXbCu7mJtxvjsWk7s5,missing,50312,no highschool
PEdAvvZQHYJCkIKjdK1DOPgCcqFMfYsC,missing,87047,college
uriHGmpng6Vtw5ATT9Z3yMQP2j7rr8rK,missing,95110,some college
MHt53JOUaGE51KCIrddgWHFrpxGB2EpZ,male,20170,some college
Wcm9ek9fHm33MixgdKeJsmJ85SYzPVMe,missing,28409,highschool
Q8zOFXsFueU7FCWo1mpIA9rrGfKSOLTi,,54501,highschool
3NG42RQfrkx04BX4rgjNYVd7JioduuEW,female,8691,college
N48acHkGrMmBeV6nVVqgTFLnmD6rUjY7,missing,2379,college
mZtZI0NloWXqMUmWaNt5frR5xGUli0LS,female,77085,college
917C36aL5o1yjdcDTH5lZyAgXpc01Gk5,,67578,some college
6hOFMnbpcErHmlwc3MeiSQOkkbkZvsdF,female,58384,college
ConTVYPOTcOwg1jsu4gwjVtXF0UWFkjs,female,1983,no highschool
x7jRdqJhx5ja6FBqxJnzxkapRPVQ2fNm,male,55355,highschool
VDxUWyen5loUX1LlgZe67k7fBpWlgrCO,,48843,missing
mwc0YjZS72xD4dO6Zk7KmFewdh7PWkAS,,32927,missing
og5ZPH1FOyNr86HqREUeOzm6Ql4yISwt,female,76106,graduate
OxYL6MaxN2v6kJ6d3HdkHgvvZOR55pMm,male,93023,highschool
whAZwfYsuqQXUT5OKr1GgRSmBfFKf2Fp,female,8053,some college
KCsv9o14hbrQKvzaJVVOUtS9ZXoioMZi,male,33914,college
jLqWNGhgWQEXNNkoQBMWtSZv6Ebvl01g,male,90710,highschool
3THLA2KuYKQhJc7rfDiBcIyyI3oWoZEW,other,94541,missing
eTOAXfMKdxhYpSS9kv0mqqTwdiEJFChC,,61125,missing
1xwxCdjeIqJ3cwQDyacZiLQShVsgRWdI,female,78045,graduate
VGSMzAt1EaHPMv0AhDgLsk6NTKsCXGgr,female,42301,no highschool
Eo5VTGh8RbkyciFr0h5vV4cnICAnCpCi,missing,19312,highschool
RxNsSYgpCYpUnNNBdsC8Gh2CWupDUfNT,other,48601,some college
2b2oMscZ1TebdXSExRxc1Bj8PyIwjK6W,female,24870,some college
oeQ1nHqbsofIU4Gddro5UkGg44HCxqO8,male,20772,graduate
mfgZTKdoe3dup9yHjW7wxpI4OFcaXAxg,other,6082,some college
t6ctH2eXfa9AklO1sCBTMHm3YjQ2udDL,,53405,highschool
oa2ei5ac8wZjpQ89hi2qvwwqqXS1WKGa,female,63052,highschool
wXq6T68ZtvmY8mhFZvC89Oqzki5bew0u,female,90650,college
insAqZ9mfvu8KbPfF2vOqbcEolXEXU21,other,63136,graduate
ABWoKWhi6Yvng9uAYSyEBRH2ogQs6XYM,missing,88260,missing
eu0uzdTfhPxZ4s4xKRSkhvenM2Tqsbpv,male,97203,some college
LOKj0lFC0WwUqV7JF1Ip7t7ZK1mQ3AWH,,20772,highschool
HGQffU77g1uAXcHJdHLnmdbDtH2rHI1k,male,40514,college
N6W4Ckodq2IIAVq2bzayqKT9elfSmWzS,female,78247,missing
kaKMyAv7kijQNOgHZ1ZUt6Yvccm6Pyyf,,3102,some college
7l4W9up3r02rEy3RtX8aioJOojoXkUX6,female,60181,highschool
ju1VbUtEfz4TkDTzrNNHBY65uStGjCjh,missing,19518,highschool
yUDnZwj7Yxaj86CQGKHCPnaBfq9O3vcc,male,94506,some college
po8VsdSuE45R9f8cQhYrAT9xKsA9SY1D,,95926,some college
aFTWCETCz3lqkosCdk91cpkXQ5bGcnFU,missing,17360,highschool
C3xlHvEe0ZZ7HsIWnGtVMtDssDTRX7u2,female,33165,missing
fvUB0TsYxpl5RESGLg7TRvcYjsSGr0qa,missing,32312,college
5EiYoHDPCL2UdQqTMA3w51HtAnnWserR,,79928,highschool
uxH2QBwZxSFN9LkkI09Zd3NZx6wgvi3y,missing,63834,college
k13dp6wuyHkcCKVuLRiAVTN7i8k2V5oh,female,60649,some college
EzVMqBDdKdZIxkwWCIERgvsBQFIRLYcU,,35968,some college
cvoMRtPY6qflB97uu9pYZ8EABJnJiTnH,female,21205,college
2GpzbExHhNiUBsVX3aGUe0zSsA9C387Y,,85027,some college
B07cELO2KlXRGPLctjDn89XuHJVdJwZi,,35907,some college
fB8dnTYj30CwHncKJXhBKyfe0bv6lATH,other,98366,college
fmgP8cgTB3j7EOhWhcWnndxOl7Z6grS6,male,41465,highschool
hP5rZbaTVPuMs0wbEvan69GauXUcQy1v,,3842,graduate
DhIfRoF5TITIlNLEGQCMZCxVV2cosXh9,male,22191,highschool
UldIL1DzDiptbquy1FtLVqZpU6749Jps,male,95252,missing
XEF36i36eMRNZiPBT0BZnH2MwEKG9uoI,other,44023,college
JlhdrBtpDNy9YyDu9KslgHbKqZQj6OHj,female,73401,highschool
QiSqLaefLfygpikLx6nrHd4heKIMCBw5,,34113,highschool
lxeK6Le1R4xCd6kmC9TYS6QBdiNvyBxi,female,22556,college
dpK0K2s7uvPQsVfN01SVpZFdbwz8EEpF,female,46582,college
SicMOqn2pYLi7F162itGP9TTKfAhTKo7,female,94503,college
2Xr2zVQuQSWwyTwL3Jw8Bw7xjBmywE8O,male,53073,some college
uo4PTQkGfZirYqfDejqotYsC7wKiY7UC,male,24502,no highschool
scWFbDUGBDAED5tZERDIuB5WNVjTVxwA,female,79356,highschool
UhMSts9Q7gpeF6b6CxvzP5Biy4EvPSyL,,11385,college
1lEtmFkqYNtAJd4xyiugkmcuZGqi1M5C,other,10977,some college
bwArOOJKwGOF13mHU5aKU9fUr71McJvH,,53012,highschool
Xi2nLB2TNukel2f7y0koASEJOICL1PMY,female,38058,some college
tg8JHAmZhCRuICuZ1hf3MZJrDlOfU5nM,,84020,highschool
99YhzsSGAsU5zfHAmS78lLoNuNsA3wse,male,84720,missing
blQll9VZWQFJQfBkmhl4GVTsjyH91T0Q,male,2368,highschool
LgPlpopSU02baX8XsEJO6rWixplusEKm,missing,89148,highschool
grkG64gC1ukbqi3lu9n1P24tGPzF2BzQ,male,63136,some college
EOn5jBpJ7Y5N9BOTjSBgFDbHuNBkylPY,female,29907,no highschool
RGaDPYLr8UfBf442fgGQGijS1FXdizzs,female,58201,highschool
Gu3kfo2oViuApIA96ihBiB3agVoUhzZm,missing,52804,college
rum49bxsKrsKz5qfYVoNEGa5FabtWndb,male,52302,college
A27U0Te0bawcJtUahe4rjfAA0l9tgJqM,missing,15243,highschool
0Sjxplo0xrWh4L8PSE4XZqQJHGY4JqzS,male,13420,no highschool
ujmJuogrhPZBz5fBqqDWgVXCvVdMbCNt,male,28027,college
1uHLOYSfEFwzZFuLCsgyZIWEkaqBo7Qo,missing,56339,some college
Hd3AqXsudcGeT2DC268F8cOJ4rOwjtcF,,61856,missing
YgffmClnbvgKLALSEsqX2zseRRTGQiwB,female,53188,no highschool
YPIQ0vDVCuQTkZEjQfTMH4p8Hd5OaZVj,male,55037,some college
DyTFy9Maa2ONHa1kuv16yd2JfoXtDQiQ,male,55126,college
bcXI80bFy8QCEQSweE5ThCoef11FEt66,female,28387,some college
H9Cx3FG6IP2jYiZiFRRAIpt1W2QUwBwx,male,45420,college
pt0Q10jzv2U5e665ElVgGiDXCm1Tz10V,,85302,no highschool
Js2FXLvFux3npbhH8pV3Py4CyZpKCUCj,female,53027,graduate
luBkIXZ29F78l8NfQh7jHzsnHIHWT9U3,female,78729,highschool
BXvdElYTijTdOXBu4uFstr9cjZZ8IPWL,male,18036,college
uWoWmi6BUckUwLrnQ5aAr8mNZ3FhCJCq,missing,18424,some college
aXrPyFEjbF7GuXqqLKB3LfBuei2XK2zQ,female,43065,no highschool
VDKzviPvCkzXuF2XeA7pz1RRvos5M6eV,,17112,some college
OcsjSxijgwAE5bJpDUD7kMjc7JqpYKnk,male,77406,highschool
k1jxHgY5rOXbaWEGpQGKEP3yWvLIIm1P,female,36854,highschool
koiCECVmVmePj2pu0JnSvZ8eeilI4pXi,other,33579,college
FiJJ9qbD5Ktkpt19rYCtKUL66Xjfg8Hl,missing,35565,no highschool
1jkHoojwDXvA0ePiUtAF2FTx6dpglNhk,,72212,some college
dyqVTloa1kuBD24MBbKCrGWhDQRBrPnT,other,33813,college
Gl0JBpa2pTXPUFxrZw1YOvR48t1lcqjm,,60453,no highschool
nb2gLd6ST3kXZWnECuaY6JXgl5xlVgKB,male,60462,some college
5iaVnotpymFcumonl8g2gZO9P5jogtd2,missing,81226,no highschool
D12AyQq8rkl2SwGkhKZhdjX9TBIVf0Pd,,7083,college
yoxUFhO7RKGsGphIuHv1yIsHqS7tnQOX,male,35661,college
xTgd8wxsDqRKdhBwLtvVuEzvOgHOBUT6,,71111,some college
uQzANQlrdMx5WdGq9ijO65O8iBADmZzP,,22202,highschool
O1acx8tASPAKCowx3gb1g3tmN6Tc39LY,,3053,some college
yUo0f8mA9XEAtzr6kcSUh5ydpzcuIcml,,30101,some college
w0iOU30HPR23xNCjEh2sXDu4GtrfFibU,,91208,graduate
F095jHP5WMkTasAwOb6d1TVxk2dvSNYI,missing,22193,graduate
ITkxDxE80MnM3R1P6Tny4qeXU1QIqBHa,,38655,college
fmWFGOtr4qK1lNBCrTOCxVLVNU6IZ5bU,female,23229,no highschool
nG24Af8yY94t9IidCCiuTZQpFRSm8SxH,female,60631,highschool
AqFTP9I95DGAQHiCZtkhxV5lY98NglUH,other,92399,highschool
daOFxPyTh0Oktjtzx13KI8nOGE7FrynX,female,68046,no highschool
OxFnXlWBGZWMk49iOnKFnxzEuKrXjXLZ,male,92868,some college
xSBkrQahMYND01CLmt4LHKdPvabxwUAp,missing,48094,college
xGvKYCUv0QbbqNvPnrDbrS7ZtL32Ncsc,male,92024,highschool
YqLHHF8xmLUZ3fQlNcKLdckXxXWwmUJp,female,30038,college
yrBIaPnn4vQNsXjHZgBeBNgmewmKI7cE,male,15314,missing
GoQ12CTeHoiyzhamNNgAjmHoPRSSKPcJ,male,31061,highschool
ljlt7h9twFgLxrK3S9QCnaxxSkEr7Dhx,male,61080,college
H2CmpQwC8u6bUYrLfEioNF80NHwY8Kda,female,8540,college
f3FFKNKPDIkY4ZzespQ1tkojfbmyOtUb,female,36260,highschool
j54JBLGJIJ4pHZN5w24SsPoFU8DYGtev,,49107,some college
U0D912Qi1sV8r8xe7xyH9T4iTdoFWhTC,female,98579,no highschool
LLYdK3A0RY9EtJxdP7rYFbQ78vT9p9vN,other,7461,highschool
IwB6SmnBZExRlnmOtkIDRkNteqe5iWyf,female,31907,highschool
ffQD6GftNtH0ljubM7okwFBP9uYQ72Pv,female,90710,college
hsz0tMnP6bXjJ5t7QgNJ9F3qm4P2GfpP,,38655,some college
9by6FuLW9p6hAe2x8b5HjrOAjJeqk2av,,2905,highschool
4wGrpM3AgzCdbAUft0CQKA9hOQd1a3At,male,20186,some college
sBNmi6LO9UhZJUaWOPR4smypLTUh0KG4,missing,65338,no highschool
Zg57VYxiKfqvrRQEqjhEK1h1Jt1mXh70,female,60110,highschool
nFjby9v1qPerwqrXDOuxgZFyAoOFFXpz,female,91505,some college
zey7xQZhTJ4lOSjYnbQlGNbyYC5GcNZ3,male,79934,some college
ntFooppnd5xHxBx8VrzKgtkTPBV6GrCp,female,29653,college
FFuo3LNFLRNgDOv8yfDzP9zN3Msc1pjy,,51201,some college
v6euctfbzWthWyLBlYjaRzf7ryZssgjA,,90011,some college
BkozGGotFoRWvs7kivTQvwwV5JZ8hddc,female,95403,college
KAE9qbBR3Md4JTfwEV6Mmo1NQiosPKkS,,29054,some college
MDJGW12z1ZhMFT2gTIbEYAqP2tu7pkDh,female,87507,some college
loP5euETO7r8DEDz3s6e4OL8qAADTSwG,missing,52245,some college
p9jzYDjWzKxuVHldjlAVqoP3Z8HNGtdH,missing,5454,college
xLurtNS7Qp9u6BxjDc1ZXfxr9j1EZfpT,,7502,missing
MWZzCjRhWc6n2smCZCwhf5JaBotJipNU,male,90277,highschool
nSd37Kq48By00jGz0Iq0ZFRrC6WYRRIx,female,89123,college
K9DZDi1HCre7qakzgNbxi80JRctJArVr,male,68521,college
mddcCWeJDpnalAUygLziuUe3C5IvegOs,male,48912,some college
Y3ZpN8DOQK8YTfD0eUtklxiZfpWuBIeU,male,29541,college
7FBwqoodmzhvrGGLuwBjRrxsykocUv8u,female,75205,no highschool
g1hozACloS0VOeBk3tbz48Lvra11I5y5,,78414,missing
MLOAvPfAPrc5dZ4DCUHPp9R4tPre1X7D,male,48867,highschool
yDank1FV7yHh3DgxYZW6WR64I6VCOzsH,missing,24402,missing
Ingaxq5AfadYynJPf68D8TkcBjbTcDTK,male,95823,college
d47uzD79M54K5tyGp1mOUFv8qVJNwCSl,,30263,some college
f2RfXb7eWFhj8NHpQHCoqwFPS15Cx8gG,female,48846,missing
JGLccTidDHJDu8gDiATpQDW1eozc4icT,,34695,some college
GzB7LLm9h3VMr73o7flcQ6fT9nISMb98,female,99577,some college
9G8Z3eYe0C9cQmNRrnywgJDzRVO9yiAU,missing,40299,missing
CknR2Qpf5kObYzXU2s6td0Nml6o0okxM,female,1062,some college
4XxIEPI2UOvU2fn3nQAeJ4R1qsxwKTmu,female,29203,highschool
Iyisy0HF0aG6bmAqrrlatmd3wTPf3tkx,female,85297,college
rDec3XLpppIQx4sScddB7i9e44PtAV8K,,19352,graduate
f8KRuF5mOWsuiPy8gdCOJa9i5SYafwZV,,14747,some college
e6SagU6hlGIe4a69JDELO88W9rmhq702,missing,41101,college
sXiHxdgZjaZ20USvATnm8BCAtu79XJbd,missing,28204,graduate
NMobCIMxyo1A5FwdyOILuJzLROz0pnWl,female,20879,some college
V8DvTHVvL2e1QSEWuv40bIvQqYIeXOyw,,94931,college
Ik7JSXqJefCZzh4ZFhXxNl8CqrNREMHl,,50311,college
SnnFMeWHBHI6UP2ydrrP8LLvpFLxGZSl,male,32127,college
jCCy4JqvyZynswgjrRJXkre3RFUXfuHH,,93921,some college
0inSZSRMHG7Oiie6IZErSg5BdeFXof1G,female,20901,college
kdbKnHrfUetCNFpkVPUjd1YS7pY3Y1xS,,97101,no highschool
cHWQC2HrrBNgxPBr28yHD5BG0lAI2D4T,missing,29530,highschool
32M378P42qKgiRzJn80DOGMf7T81GD0S,male,2148,highschool
VNybfO3YRLLquYudoQWWLYqPXlI0RrWc,female,15001,graduate
OWyzTmUOIhic0hbab3cVcplhZqhSIyii,,46373,college
q5xlFsA97PzUmRRcnQ9GoZ03dNXslQ1Y,female,91769,no highschool
pb820hjVr4mRNKSm73htVggAiTVdZOj3,female,78861,missing
UmzQTxDQc7kTsfISyHi2VsuBNnEiAnMw,,37363,missing
fk6M5zvAixRAZUfu4EQXWRUqbHXJ8ozI,other,73120,college
9N0O5D3ta53AD558QW7MrtyALroVGVrU,male,33029,college
fTGe6rKTRl6HGe33a8biL4RxoBCOc38d,male,49006,highschool
vLNIWsQSEv64h1FAXfNxJFOlXcoDbDLc,female,32309,highschool
979T9akr0rVByN7anKgrxGgT1cwuQ4G0,male,97502,some college
o7FlTQvbSvtTqxEZhdQPT6LLNhpDdMiU,,71112,some college
uipTReRQnU5q98vl7VqGQYlADmNDbbzq,other,93004,no highschool
taXwAmoyCNDGaXo8nVRGsDZwnk4if3bF,male,75503,highschool
FgKGJkcyrlk2UGTZTaDtYvcpTKr0lNLA,female,54304,highschool
mpyH3QXQTfQn8xxHh6ZANbWhm0KQsw93,male,1373,some college
rEaXn9MOX4SxAWR06Je5NuzhLaWxfu58,missing,30067,missing
qbc6cxftDtPDGv3PGVX4Tg7LoWJ1OXkM,,49548,some college
GJdrQdNnhszyte4F0GpLkVjDN5SstsoH,,60010,graduate
SafCQ451aOcOLwEmO0J433fGfiJYEGOG,missing,97206,graduate
06jJ3Ec4IVMb6zUE6T7LqLL311QQAUk1,missing,76135,missing
izWdj1Nfnn9vJx6lzP05iMI7SxM8OhNH,,90806,some college
QW8efpYsFE41GODzxjOSqyIyDZ311YRE,male,48917,missing
iiP1QVGLP2M3sIU07s5hEwnMnf9UaC7w,female,19425,some college
f59uJmytxA4j2aCNqU53AhlS6PQ7IcEB,female,91107,college
sm5ED4wnaKc13K8UrMZfw3bm0WLVIHIQ,male,16319,missing
ezJS1mUEvY9C44QgQdY9J312ZZGXwrC1,female,38506,no highschool
mcINfavbuw4whRiA71g5zytTATiGu5vG,,33906,some college
5cZgUks9OtSPgwqfyQmJ33bdO2SOIE6V,female,79424,highschool
0ZbsYtS35s7opWGwTDlJClFUqsKIqJ5M,male,78626,highschool
mbCXC3WNWeKxT2srxS0yuaJqyTswmXfo,missing,48059,some college
MgDcjmUa4eXMtSwI2uwXDDBBVhJVV0C8,,90274,no highschool
wKNO0Jje7WXvAVQ9yfigFflnCrR4q8AL,female,28670,highschool
MpK30qn5x7mpd0eFdO2jr9TYUi06haW1,missing,44709,college
Z8r3kWGF2ZuWSy5TZGg00SEG4qfRh2Ag,female,20176,some college
shO83dFdxybFQzgs2PTyty8LIaRCA48g,male,92392,highschool
3JIUOalPBmkEWX2p9tN1zP0zr58WM3WS,missing,22180,highschool
9oXrBkovZPfJ4ibbiV0HjplK7CRHY8mi,male,94117,missing
fXeCfSXdbjxuKVTjbc4CJbZ3iZBEHOWs,female,76108,some college
cKI0kYkYBEVe070gEQ06uDfUgaAVLsKJ,female,83642,graduate
gKEvwE42rMhC2odxbn3vX33z1IKeKg4W,male,93314,college
MlAX7HBNDKxwVhO876hmzlGGHfLC28Qt,,11363,highschool
l0lotALQWy06nRfng3smQnD6BcWxy3KU,missing,81005,highschool
6Ay1vf8RT1MUjhTgHP63uWnXs0z7PAxY,male,85756,some college
UcMBbV5apyBn6US03aF0lorBUPxtfuSB,missing,95032,highschool
JKVKBzt6Rm6D88uVYeN3nB4GpiQQJnTb,female,47401,highschool
p5XBnGpOlSSGOwGGQ1oVLPqDv7xVNTEd,male,70456,some college
NgPwc4vkcgcvQdxKDxtGFEdxn6RmXy8q,missing,92691,some college
e6NefRH1sBW90F9LCywtWIOGtNnwJNcN,male,3103,highschool
KwBdIbI98jjOud3FWDMpqW3CGFpxikVT,female,19460,highschool
ftTAX1L19DxmmBdeu88x6KpyyNWhvlMF,missing,91773,graduate
AXqIDrQbLiPrXRXiB3c6mDuDlLrbs3Dd,female,46342,college
PM6oJUAGv0VlDCz9ndkDRSAkPNA85FzN,missing,68504,some college
2pPhfZMqCi3hy2ctFsU9nf7VghNaDdDY,female,60067,college
MoQLSLdgc8N78DNeGEQHypzHbyf063p0,female,80526,some college
8cnIpZBFmtj3JZMgTmwAUhSmRWRRXyDr,female,1890,highschool
B4756HYghuZjQfRorzMgy7Ek1ihnxnGZ,female,12919,missing
IMnILPe28u4830jnK2cdptsSrWi7eMmv,other,84015,missing
Jrn1zHUb3h6GCcNWGBNrYZRI1HmGjNcI,,7470,some college
OT5oiOdvd7kSFR2kk99KKYDcq489Iitk,,2138,highschool
BLV4YhCF2YM4Wzh3qoHYlPqnISZaCPlC,male,94131,graduate
Ea3idUeb3GC97lSzdidUGB52mCSo3y12,missing,36526,some college
gbswxA1YnnA8tmb4VeVPrbDiklX5HR7W,male,32937,no highschool
KuNFtG4l08F89uoxUeo0jGAYIKWrBRbs,,11746,college
Sr8eBQ2rVlKNRCbhprtzo2aB7iaIrCJg,male,34202,some college
nPwwnbbUW0qNiAfjtqUNkonHuaVDO54H,,47401,some college
vBu6PACWhqSNIeEQRMC3PaJKhQl2Ktdf,female,11206,highschool
GTe3jxa479qNVq8OiemWz1d1yBd87EN6,male,32738,highschool
bDqqR2hng29QNjexgLbMGRH4AJBfyli8,female,32082,missing
AGFSV82OHEZN82LEqdt18GT4Bw5xiBMd,male,76801,college
KQ0A7p2QtXjRrI8MzOW7YVRm7GVxcV8Z,other,91911,no highschool
3SER276qaao5TSZqnt0y9TkdmkGTUUcO,female,47715,no highschool
dCLEjv32LmLGWNkRzZeT59zOYIIoYiJH,,44067,some college
3Hxpvonr6DwhZpY1tva9C4Yt8o5bA9qX,missing,14526,highschool
qcSxJuAPMdQQFL5pyYswci67EsvWqz3R,,85741,college
LxjLIgdcvcr3IOO0uea2Ekkcy63vc0Oa,female,82605,missing
bUWcfbWQ4EJOw9u39LuSlWdeodW7fOna,,93702,some college
06n2oCMN8rD7B1c6pFpAIrFBf1HIxBBK,missing,92010,highschool
bHqXWqN9pt89j5bH9fnt5jMZVOQZImRj,missing,30204,college
voXAnjlRro0uKeE7Bhzlc3B8ctN5va8G,other,72903,no highschool
hMoeELb6B8EWAbety8oAmDVFDA4Gt0ti,,95476,some college
ZbsJvZQBEijRq1s8B9gg6O8qRdoOebV0,missing,70094,missing
dmasjmVfKLb3pPSiskMMxoIUuvHJtmdO,male,72756,highschool
2GpLruMRp8xoFeH2QFHE3F1mgxz8N8Z6,male,60406,highschool
VADc1m6JjTG2LuLkbhEfhADWJMHaDmqK,male,8562,some college
vLkYrxudwqUrC5kDyiwILfflzurdKIy6,male,20176,highschool
VN7mIYOy9t6d92ozIKhBx0dLnBa4IRt3,,37076,some college
VuOy3K5HgupLsAgMMTwbbTM0M2JRGpYo,missing,33578,highschool
H36v9LWShsPepNBSpmkcr5YA7yAq5NC2,,66062,missing
xLygLjSiPECK5a0uwHK4ZcuadS0lR1nI,male,64444,highschool
sNbJ7pzaVnDxlASTW0niTKovpFXjQSy0,female,71446,no highschool
gFtlIDJWZekRWYWsn14upHxOB6E5qdpL,,98042,college
LgX9DAmSQjZBZQdSaMha4eAJiG7Hru2L,,40403,highschool
L29iCtf5SikygldxDmq34tY1Iox664lm,female,74032,college
8R6c8Aemtkdtj7csqr9IchObOMTGcZFt,,33193,some college
ZMbLLcupOJ5HyKZNgOCSqLUwWQhFUjDR,missing,93021,some college
Ww89bCEdnDOyx3DV7lSMxZ7xDgYSNYQx,female,27542,highschool
2EhdeasdbHQsbHlAnqqS8kdCkLzLIXzk,,1702,college
oKGhZ4or62iuYbm2qGwp6S6FFGPAUxIP,female,28715,college
CgQhadHeI7QtfWfyPBw8ply97srRNyKn,female,60102,highschool
iyCT8McW9jtPFTdP663jcMhqs1NPgq1J,male,89108,highschool
WIsNtmW8LTtruonE4jBUzwL5ACvBvt7n,male,98029,missing
2ySKTedOqWmskzjzTpABUVm5bw4aenCg,male,45601,some college
oCCOgwrmhNBVdrDrSx7MLHdrmDOt3SWh,female,78521,missing
wbJ99TrgLxGtY1zcsASXhfIV65JXAQpj,missing,85331,some college
ZSEdIjxmLwyOFHpQYIXxNRBALyu8NLT8,male,60622,highschool
wdwFesv3wgInuZ9prl0Q9oEUZ7E5pxn9,,80461,some college
C8KvwWwhKVcH5gZKcH7dQig9dEhWoVOu,,91208,college
vWw9Mk2OHk7zMFIF6SG4vdsUB14eoDq7,male,19701,highschool
hCfdPlDhFF6pWgPApYRMEFg7jqIJVenZ,male,60707,missing
XGbhVUK2hXmORiIS03STsMMXPdyH5fi8,male,50563,some college
jiHCZRqZkTsaeaiJrCBkwE60LOZDz9gI,male,87501,highschool
ZmkEpI9ao3nuZNJFmM3ocV95LZaIWUY6,missing,23322,college
qPi2PGJwgnVJqcFYKHdGLm3vb4xL3Vqe,male,86305,some college
n98wddyb5NhBRZ3E8fH4No8A44hniWdf,female,96825,no highschool
55pZDdPlALCJDdiYi9FdSe1VCoLRl2xQ,male,32780,some college
QeowjJjTtxojAhNbnbzRAgIFHoftB0wb,,23452,some college
SkB5BIMdlDlwK1Uk3OFYQpI6D8t7xdRR,,48412,graduate
6F1lKjGTd159lFhX2roWh19Brj0u4Zbh,male,28054,no highschool
neZtWMw2C433vsAawUOsmN8LdGxOMQ0q,,56201,some college
EIHhmYlRU23gD32AsZHHvSXzjtFCo0yL,male,33486,college
DcROpgjZqM6NlVEnuQ5Ra5GCyS0eVcH6,,91352,highschool
6M7IZsmnxjyLF9qBow0VKEomTfxKEzsn,male,10913,some college
Wv1W3Yn1McyMWPHj4i8YcQVhVBfp17iN,male,8009,some college
dCAqk9uHiS99GMTcJQtThG8XWnwwbp5Q,female,8619,no highschool
5kwy7J7LHw3MUCD8eXCAgjkg2onBd5Sg,male,94536,college
jL6NHHmKjcy543v0DNZrGEGWEgTLRikK,,47802,college
17qhrl5Q4pBEH1SujyrFwVzO6NKdtzl5,female,33607,some college
cMjbB2qq4KChHZtIJOTjUn3ZiBG3lkjg,missing,33311,highschool
DA24ez1cFBoNsRFo2iZZUnyu42Ymeo7y,,74955,highschool
5ehf4EFN8WhDbvmb2WvfZwpaBD0cj1oj,,7860,highschool
7PSRz3fRgxanwppO3xtSrpOy2bKU6hGU,missing,28040,no highschool
KeKCco9DaI7hJy8rdc2edsqOPO8axihL,other,32303,some college
Fihr9UrpQ666m8I3iynqbiyrKzTfsyia,missing,92253,graduate
M4k2b8losoqUFktWiKn58aOnUoYhQVU3,,44012,graduate
JhiJnBpiVfW8JCO4BrjAwx4ywoZHB71f,,77089,highschool
GQ7M5o9eq9wU0wlv1UmHJyrURex9aTrn,,59602,some college
UtmGlGeP9iEXgno326QMP79Lt9lKur3O,female,98144,no highschool
583QBERBbAEu8X9bI45llpv04XIH99Sr,other,94503,highschool
D7q0MzB6OQnySW7fFe0PsdLrln5h0cWD,female,70810,no highschool
AN3q497sVQ2qJ4RhJUdnJD4uQbIswJFt,,91326,no highschool
jSJdic2upCC73cDvPZCj4lRHTdA9SR4v,missing,77521,some college
Rn3ODehYJbnYXngsuJG0DOYEiVECxU0a,male,99518,highschool
CJls3WDSgiGIgqtWG9z9w3n0ifFTcy8E,male,98014,graduate
WNelKD4cFuDcuJn8PahxkJ1QFPAP5iy6,missing,31730,no highschool
mFjwp0cDW78z6qhFphh2yNYvDW4xKDO2,,11803,some college
YPe9PkGt8zBUqd5BCkLiDVIWrxR3Ane8,missing,46347,highschool
t20Yy3Ulz7lK2DBd33UU4FVHIUX5wXaE,,28451,college
DI3YZyhWTKxhZZnQuVUpGne2QEEoyvnw,,18452,no highschool
D1Ko9ddRsN3Hhhn63dak5I50rnKQmTrD,missing,95367,no highschool
dwvz5YgzhfaBKEecbQUMi0bwgEU7ushA,missing,78503,college
YdCaKimqYb8kuFiHEtjPDsCbtIch1tfO,,76131,graduate
BOBLP6pTmRtpQ8LtVgJyutFMDL3q6xno,missing,19020,highschool
yBPuBXj6SrlKv0kjbqJCinEdGsjOTm5N,missing,8057,college
DSwxvLLOQWF0byE8TuPDHr7GJ1N2lZlv,male,79912,no highschool
wNnFwbbuJ0G8aAWAVUNIZD5LHyqBDZ9j,male,22406,some college
16g27BPluLKMVskhtIHVpkWU4ztO4e2Z,female,29709,some college
ningESyJKU9o1l9mOFlhsQsW333TSfoD,female,77486,no highschool
iQzwToywLVi52lg7X1CKAqUmrJweCbY4,female,29325,missing
exZmkxuggeFGGLA1Nmx7oXMVFKV9RFps,male,21219,some college
lMM1JzejQytGyVkIVUZhykrOSAgSFpP7,male,10940,college
FR5tV9pEC96uXG4YgIIydXwP3bvsMqeW,missing,97233,no highschool
0CKIok6OJ3m2YSsg7HHnVQ0PWRawYYD5,female,16701,no highschool
9Z2WgblSS3ZVDq4ixso2mBftrTF7r3Od,male,80528,some college
rVswAzjMLz5uIPbCwAU1SliCQFpiAqey,,33971,highschool
wkSwKLvgUmQfzacgilpZAQqvEzLlK9QG,,33454,college
yLFeMiKv7yY5JOuQdo70rMupf6qAiA7K,male,94804,some college
NVRvMXT7rkOav6WTMgZvJOWFrmp08z11,female,65066,some college
87Fkrb4dURfbBGU9oy3edirxuMcgiX13,,75154,some college
EsgWhKbJ8cPv6iyIfyv6P6qpDY0UmCEz,male,32259,highschool
7NCjcAbYiqx8WF3Jlge9vVVMcfwdVhnY,female,80015,college
L00rnRnpKrQ02lTc3CuE3sIT6LLuP7Wy,missing,78746,graduate
iwT6tisggNMt9RKSuhW2aBqMfZ8bgoYR,other,78753,some college
